Firstname,Surname,Name,Gender,Nation,Team,EventName,ClassName,GroupdName,RaceName,PassingTime,AccumulatedTime,TimeFormatted,NetTime,Time,TimeSmoothed,TimeSmoothedFormatted,Place (total),DiffTimeTotal,DiffTimeTotalFormatted,DiffRoundsTotal,Place (class),DiffTimeClass,DiffTimeClassFormatted,DiffRoundsClass,Place (gender),DiffTimeGender,DiffTimeGenderFormatted,DiffRoundsGender,Starttime,StarttimeFormatted
Mathilda,RUUS,Mathilda RUUS,F,SE,Åsarna IK,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:07:30.2700000,7650270,2:07:30.2,7650270,2:07:30.2,7650270,2023-01-21T13:07:30.2700000,231,1787800,29:47.8,0,9,486800,8:06.8,0,11,627300,10:27.3,0,2023-01-21T11:00:00.000000,11:00:00
Erik,Norrbom,Erik Norrbom,M,SE,XC Sthlm Ski Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:07:54.1900000,7655030,2:07:35.0,7655030,2:07:35.0,7655030,2023-01-21T13:07:54.1900000,232,1792600,29:52.6,0,134,1792600,29:52.6,0,221,1792600,29:52.6,0,2023-01-21T11:00:19.160000,11:00:19
Markus,Lundblad,Markus Lundblad,M,SE,Täby IS,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:08.1800000,7661660,2:07:41.6,7661660,2:07:41.6,7661660,2023-01-21T13:08:08.1800000,233,1799200,29:59.2,0,135,1799200,29:59.2,0,222,1799200,29:59.2,0,2023-01-21T11:00:26.520000,11:00:26
Christer,Bäckström,Christer Bäckström,M,SE,IK Aluminium,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:18.4100000,7671750,2:07:51.7,7671750,2:07:51.7,7671750,2023-01-21T13:08:18.4100000,234,1809300,30:09.3,0,30,1277900,21:17.9,0,223,1809300,30:09.3,0,2023-01-21T11:00:26.660000,11:00:26
Ole-Petter,Sætre,Ole-Petter Sætre,M,NO,Nybergsund Il-Trysil,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:20.9400000,7675420,2:07:55.4,7675420,2:07:55.4,7675420,2023-01-21T13:08:20.9400000,235,1813000,30:13.0,0,49,1509100,25:09.1,0,224,1813000,30:13.0,0,2023-01-21T11:00:25.520000,11:00:25
Tomas,Nilsson,Tomas Nilsson,M,SE,Orsa sk,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:20.0400000,7680970,2:08:00.9,7680970,2:08:00.9,7680970,2023-01-21T13:08:20.0400000,236,1818500,30:18.5,0,31,1287100,21:27.1,0,225,1818500,30:18.5,0,2023-01-21T11:00:19.070000,11:00:19
Jenny,Edin,Jenny Edin,F,SE,Matfors sk,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:08:05.3900000,7685390,2:08:05.3,7685390,2:08:05.3,7685390,2023-01-21T13:08:05.3900000,237,1822900,30:22.9,0,10,521900,8:41.9,0,12,662400,11:02.4,0,2023-01-21T11:00:00.000000,11:00:00
Stefan,Palmgren,Stefan Palmgren,M,SE,Strängnäs Skidklubb,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:54.4400000,7690420,2:08:10.4,7690420,2:08:10.4,7690420,2023-01-21T13:08:54.4400000,238,1828000,30:28.0,0,11,782500,13:02.5,0,226,1828000,30:28.0,0,2023-01-21T11:00:44.020000,11:00:44
Mattias,Slothus,Mattias Slothus,M,SE,Axa,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:52.6700000,7692410,2:08:12.4,7692410,2:08:12.4,7692410,2023-01-21T13:08:52.6700000,239,1830000,30:30.0,0,136,1830000,30:30.0,0,227,1830000,30:30.0,0,2023-01-21T11:00:40.260000,11:00:40
Håkan,Degselius,Håkan Degselius,M,SE,Svegs IK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:55.6400000,7701630,2:08:21.6,7701630,2:08:21.6,7701630,2023-01-21T13:08:55.6400000,240,1839200,30:39.2,0,32,1307800,21:47.8,0,228,1839200,30:39.2,0,2023-01-21T11:00:34.010000,11:00:34
Jakob,Andersson,Jakob Andersson,M,SE,Axa Sports Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:10.2300000,7712660,2:08:32.6,7712660,2:08:32.6,7712660,2023-01-21T13:11:10.2300000,241,1850200,30:50.2,0,137,1850200,30:50.2,0,229,1850200,30:50.2,0,2023-01-21T11:02:37.570000,11:02:37
Emil,Jönsson,Emil Jönsson,M,SE,Malungs IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:05.6200000,7713730,2:08:33.7,7713730,2:08:33.7,7713730,2023-01-21T13:09:05.6200000,242,1851300,30:51.3,0,138,1851300,30:51.3,0,230,1851300,30:51.3,0,2023-01-21T11:00:31.890000,11:00:31
Jari,Paavola,Jari Paavola,M,FI,Pargas IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:55.2700000,7714390,2:08:34.3,7714390,2:08:34.3,7714390,2023-01-21T13:08:55.2700000,243,1851900,30:51.9,0,33,1320500,22:00.5,0,231,1851900,30:51.9,0,2023-01-21T11:00:20.880000,11:00:20
Mikael,Norrestam,Mikael Norrestam,M,SE,Östervåla if,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:08:59.5900000,7717340,2:08:37.3,7717340,2:08:37.3,7717340,2023-01-21T13:08:59.5900000,244,1854900,30:54.9,0,50,1551000,25:51.0,0,232,1854900,30:54.9,0,2023-01-21T11:00:22.250000,11:00:22
Lennart,Romin,Lennart Romin,M,SE,Team Walle SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:07.4800000,7720460,2:08:40.4,7720460,2:08:40.4,7720460,2023-01-21T13:09:07.4800000,245,1858000,30:58.0,0,34,1326600,22:06.6,0,233,1858000,30:58.0,0,2023-01-21T11:00:27.020000,11:00:27
Hanna,Johansson,Hanna Johansson,F,SE,Ödeshögs Sk,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:08:44.6700000,7724670,2:08:44.6,7724670,2:08:44.6,7724670,2023-01-21T13:08:44.6700000,246,1862200,31:02.2,0,11,561200,9:21.2,0,13,701700,11:41.7,0,2023-01-21T11:00:00.000000,11:00:00
Maja,Mörth,Maja Mörth,F,SE,Gagnefs IF,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:08:45.4000000,7725400,2:08:45.4,7725400,2:08:45.4,7725400,2023-01-21T13:08:45.4000000,247,1863000,31:03.0,0,12,562000,9:22.0,0,14,702500,11:42.5,0,2023-01-21T11:00:00.000000,11:00:00
Petter,Haraldsson,Petter Haraldsson,M,SE,Rävdun SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:13.6700000,7727440,2:08:47.4,7727440,2:08:47.4,7727440,2023-01-21T13:09:13.6700000,248,1865000,31:05.0,0,51,1561100,26:01.1,0,234,1865000,31:05.0,0,2023-01-21T11:00:26.230000,11:00:26
Anton,Trotzig,Anton Trotzig,M,SE,Sälens IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:19.1400000,7728760,2:08:48.7,7728760,2:08:48.7,7728760,2023-01-21T13:09:19.1400000,249,1866300,31:06.3,0,139,1866300,31:06.3,0,235,1866300,31:06.3,0,2023-01-21T11:00:30.380000,11:00:30
Mats-Erik,Andersson,Mats-Erik Andersson,M,SE,Sunne slf,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:15.5300000,7730970,2:08:50.9,7730970,2:08:50.9,7730970,2023-01-21T13:11:15.5300000,250,1868500,31:08.5,0,35,1337100,22:17.1,0,236,1868500,31:08.5,0,2023-01-21T11:02:24.560000,11:02:24
Maja,Heikki,Maja Heikki,F,SE,Sälens IF,MoraLoppet 2023,Dam 19-39 (Elit),Elitled,Moraloppet Tävling,2023-01-21T13:08:52.0400000,7732040,2:08:52.0,7732040,2:08:52.0,7732040,2023-01-21T13:08:52.0400000,251,1869600,31:09.6,0,13,568600,9:28.6,0,15,709100,11:49.1,0,2023-01-21T11:00:00.000000,11:00:00
Sofia,Svensson,Sofia Svensson,F,SE,Vassunda IF,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:17.9800000,7732400,2:08:52.4,7732400,2:08:52.4,7732400,2023-01-21T13:09:17.9800000,252,1870000,31:10.0,0,14,569000,9:29.0,0,16,709500,11:49.5,0,2023-01-21T11:00:25.580000,11:00:25
Per,Granqvist,Per Granqvist,M,SE,Loos IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:22.5200000,7732490,2:08:52.4,7732490,2:08:52.4,7732490,2023-01-21T13:09:22.5200000,253,1870000,31:10.0,0,140,1870000,31:10.0,0,237,1870000,31:10.0,0,2023-01-21T11:00:30.030000,11:00:30
Trond Morten,Gløtheim,Trond Morten Gløtheim,M,NO,Røros IL,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:23.6700000,7737360,2:08:57.3,7737360,2:08:57.3,7737360,2023-01-21T13:09:23.6700000,254,1874900,31:14.9,0,52,1571000,26:11.0,0,238,1874900,31:14.9,0,2023-01-21T11:00:26.310000,11:00:26
Thomas,Gilbertsson,Thomas Gilbertsson,M,SE,Västerås XC Ski,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:16.6500000,7737580,2:08:57.5,7737580,2:08:57.5,7737580,2023-01-21T13:09:16.6500000,255,1875100,31:15.1,0,53,1571200,26:11.2,0,239,1875100,31:15.1,0,2023-01-21T11:00:19.070000,11:00:19
Joakim,Jönsson,Joakim Jönsson,M,SE,Team Walle SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:25.3000000,7741310,2:09:01.3,7741310,2:09:01.3,7741310,2023-01-21T13:09:25.3000000,256,1878900,31:18.9,0,141,1878900,31:18.9,0,240,1878900,31:18.9,0,2023-01-21T11:00:23.990000,11:00:23
Reima,Salonen,Reima Salonen,M,FI,Taivassalo,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:24.7200000,7744480,2:09:04.4,7744480,2:09:04.4,7744480,2023-01-21T13:09:24.7200000,257,1882000,31:22.0,0,12,836500,13:56.5,0,241,1882000,31:22.0,0,2023-01-21T11:00:20.240000,11:00:20
Jacob,Vikström,Jacob Vikström,M,SE,Tolereds Allmänna IK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:20.1700000,7746030,2:09:06.0,7746030,2:09:06.0,7746030,2023-01-21T13:11:20.1700000,258,1883600,31:23.6,0,54,1579700,26:19.7,0,242,1883600,31:23.6,0,2023-01-21T11:02:14.140000,11:02:14
Daniel,Ehn,Daniel Ehn,M,SE,Team Pumpen SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:19.7100000,7751720,2:09:11.7,7751720,2:09:11.7,7751720,2023-01-21T13:11:19.7100000,259,1889300,31:29.3,0,55,1585400,26:25.4,0,243,1889300,31:29.3,0,2023-01-21T11:02:07.990000,11:02:07
Filip,Carlsson,Filip Carlsson,M,SE,AOK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:37.4800000,7756130,2:09:16.1,7756130,2:09:16.1,7756130,2023-01-21T13:09:37.4800000,260,1893700,31:33.7,0,142,1893700,31:33.7,0,244,1893700,31:33.7,0,2023-01-21T11:00:21.350000,11:00:21
Joel,Midemalm,Joel Midemalm,M,SE,Axa Sportclub,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:50.6200000,7759270,2:09:19.2,7759270,2:09:19.2,7759270,2023-01-21T13:09:50.6200000,261,1896800,31:36.8,0,56,1592900,26:32.9,0,245,1896800,31:36.8,0,2023-01-21T11:00:31.350000,11:00:31
Mats,Andersson,Mats Andersson,M,SE,All Stripes Sports Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:00.1000000,7760860,2:09:20.8,7760860,2:09:20.8,7760860,2023-01-21T13:10:00.1000000,262,1898400,31:38.4,0,143,1898400,31:38.4,0,246,1898400,31:38.4,0,2023-01-21T11:00:39.240000,11:00:39
Henrik,Andersson,Henrik Andersson,M,SE,Nybro Ski,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:58.8300000,7762540,2:09:22.5,7762540,2:09:22.5,7762540,2023-01-21T13:09:58.8300000,263,1900100,31:40.1,0,36,1368700,22:48.7,0,247,1900100,31:40.1,0,2023-01-21T11:00:36.290000,11:00:36
Martin,Othozon,Martin Othozon,M,SE,Falun Borlänge SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:11.3300000,7763810,2:09:23.8,7763810,2:09:23.8,7763810,2023-01-21T13:10:11.3300000,264,1901400,31:41.4,0,57,1597500,26:37.5,0,248,1901400,31:41.4,0,2023-01-21T11:00:47.520000,11:00:47
Jonas,Jung,Jonas Jung,M,SE,Uppsala Vasaloppsklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:51.1700000,7767070,2:09:27.0,7767070,2:09:27.0,7767070,2023-01-21T13:11:51.1700000,265,1904600,31:44.6,0,58,1600700,26:40.7,0,249,1904600,31:44.6,0,2023-01-21T11:02:24.100000,11:02:24
Urban,Pettersson Bargo,Urban Pettersson Bargo,M,SE,Hästhagens IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:52.2500000,7768730,2:09:28.7,7768730,2:09:28.7,7768730,2023-01-21T13:09:52.2500000,266,1906300,31:46.3,0,37,1374900,22:54.9,0,250,1906300,31:46.3,0,2023-01-21T11:00:23.520000,11:00:23
Henrik,Zenob,Henrik Zenob,M,SE,Linköpings Skidklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:40.8800000,7771330,2:09:31.3,7771330,2:09:31.3,7771330,2023-01-21T13:11:40.8800000,267,1908900,31:48.9,0,38,1377500,22:57.5,0,251,1908900,31:48.9,0,2023-01-21T11:02:09.550000,11:02:09
Fredrik,Svensson,Fredrik Svensson,M,SE,Granbergsdals IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:59.6200000,7772480,2:09:32.4,7772480,2:09:32.4,7772480,2023-01-21T13:09:59.6200000,268,1910000,31:50.0,0,39,1378600,22:58.6,0,252,1910000,31:50.0,0,2023-01-21T11:00:27.140000,11:00:27
Petter,Eriksson,Petter Eriksson,M,SE,IFK Mora,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:10.9200000,7773900,2:09:33.9,7773900,2:09:33.9,7773900,2023-01-21T13:10:10.9200000,269,1911500,31:51.5,0,144,1911500,31:51.5,0,253,1911500,31:51.5,0,2023-01-21T11:00:37.020000,11:00:37
Carl-August,Westberg,Carl-August Westberg,M,SE,AXA Sports Club,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:09:55.9900000,7774140,2:09:34.1,7774140,2:09:34.1,7774140,2023-01-21T13:09:55.9900000,270,1911700,31:51.7,0,145,1911700,31:51.7,0,254,1911700,31:51.7,0,2023-01-21T11:00:21.850000,11:00:21
Viktor,Smederöd,Viktor Smederöd,M,SE,Gagnefs IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:47.8600000,7774890,2:09:34.8,7774890,2:09:34.8,7774890,2023-01-21T13:11:47.8600000,271,1912400,31:52.4,0,146,1912400,31:52.4,0,255,1912400,31:52.4,0,2023-01-21T11:02:12.970000,11:02:12
Fredrik,Rickhardsson,Fredrik Rickhardsson,M,SE,Vaxholms Kanotsällskap,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:02.4600000,7777720,2:09:37.7,7777720,2:09:37.7,7777720,2023-01-21T13:10:02.4600000,272,1915300,31:55.3,0,59,1611400,26:51.4,0,256,1915300,31:55.3,0,2023-01-21T11:00:24.740000,11:00:24
Johan,Simm Lindbäck,Johan Simm Lindbäck,M,SE,Uppsala Vasaloppsklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:06.7000000,7792080,2:09:52.0,7792080,2:09:52.0,7792080,2023-01-21T13:12:06.7000000,273,1929600,32:09.6,0,147,1929600,32:09.6,0,257,1929600,32:09.6,0,2023-01-21T11:02:14.620000,11:02:14
Ted,Fredriksson,Ted Fredriksson,M,SE,Storvreta IK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:41.4400000,7799960,2:09:59.9,7799960,2:09:59.9,7799960,2023-01-21T13:10:41.4400000,274,1937500,32:17.5,0,148,1937500,32:17.5,0,258,1937500,32:17.5,0,2023-01-21T11:00:41.480000,11:00:41
Anders,Gran,Anders Gran,M,SE,Karlslunds IF Skidor,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:31.7700000,7814030,2:10:14.0,7814030,2:10:14.0,7814030,2023-01-21T13:12:31.7700000,275,1951600,32:31.6,0,40,1420200,23:40.2,0,259,1951600,32:31.6,0,2023-01-21T11:02:17.740000,11:02:17
Jakob,JUNKER,Jakob JUNKER,M,SE,Tunafors SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:58.0000000,7832870,2:10:32.8,7832870,2:10:32.8,7832870,2023-01-21T13:10:58.0000000,276,1970400,32:50.4,0,149,1970400,32:50.4,0,260,1970400,32:50.4,0,2023-01-21T11:00:25.130000,11:00:25
Oskar,Wikström,Oskar Wikström,M,SE,Säffle SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:46.3600000,7835170,2:10:35.1,7835170,2:10:35.1,7835170,2023-01-21T13:12:46.3600000,277,1972700,32:52.7,0,150,1972700,32:52.7,0,261,1972700,32:52.7,0,2023-01-21T11:02:11.190000,11:02:11
Mattias,Pers,Mattias Pers,M,SE,Ifk Mora,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:55.8000000,7837180,2:10:37.1,7837180,2:10:37.1,7837180,2023-01-21T13:10:55.8000000,278,1974700,32:54.7,0,151,1974700,32:54.7,0,262,1974700,32:54.7,0,2023-01-21T11:00:18.620000,11:00:18
Anders,Johannesson,Anders Johannesson,M,SE,Linköpings SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:22.3100000,7838390,2:10:38.3,7838390,2:10:38.3,7838390,2023-01-21T13:11:22.3100000,279,1975900,32:55.9,0,152,1975900,32:55.9,0,263,1975900,32:55.9,0,2023-01-21T11:00:43.920000,11:00:43
Christian,Wincrantz,Christian Wincrantz,M,SE,XC Sthlm,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:10:56.4100000,7838680,2:10:38.6,7838680,2:10:38.6,7838680,2023-01-21T13:10:56.4100000,280,1976200,32:56.2,0,153,1976200,32:56.2,0,264,1976200,32:56.2,0,2023-01-21T11:00:17.730000,11:00:17
Markus,Täkte,Markus Täkte,M,SE,Snö & Tö Skidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:24.4300000,7849210,2:10:49.2,7849210,2:10:49.2,7849210,2023-01-21T13:11:24.4300000,281,1986800,33:06.8,0,60,1682900,28:02.9,0,265,1986800,33:06.8,0,2023-01-21T11:00:35.220000,11:00:35
Johan,Elander,Johan Elander,M,SE,Ok Landehof,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:42.9000000,7865770,2:11:05.7,7865770,2:11:05.7,7865770,2023-01-21T13:11:42.9000000,282,2003300,33:23.3,0,61,1699400,28:19.4,0,266,2003300,33:23.3,0,2023-01-21T11:00:37.130000,11:00:37
Dennis,LINDBERGET,Dennis LINDBERGET,M,SE,Ok Borgen,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:09.0000000,7870820,2:11:10.8,7870820,2:11:10.8,7870820,2023-01-21T13:12:09.0000000,283,2008400,33:28.4,0,154,2008400,33:28.4,0,267,2008400,33:28.4,0,2023-01-21T11:00:58.180000,11:00:58
Jonas,Andersson,Jonas Andersson,M,SE,Uppsala Vasaloppsklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:52.9000000,7876720,2:11:16.7,7876720,2:11:16.7,7876720,2023-01-21T13:11:52.9000000,284,2014300,33:34.3,0,41,1482900,24:42.9,0,268,2014300,33:34.3,0,2023-01-21T11:00:36.180000,11:00:36
Christian,Brink,Christian Brink,M,SE,Gävle SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:59.6900000,7882430,2:11:22.4,7882430,2:11:22.4,7882430,2023-01-21T13:11:59.6900000,285,2020000,33:40.0,0,155,2020000,33:40.0,0,269,2020000,33:40.0,0,2023-01-21T11:00:37.260000,11:00:37
Ted,Hagansbo,Ted Hagansbo,M,SE,Axa Sportsclub,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:09.1600000,7890330,2:11:30.3,7890330,2:11:30.3,7890330,2023-01-21T13:12:09.1600000,286,2027900,33:47.9,0,156,2027900,33:47.9,0,270,2027900,33:47.9,0,2023-01-21T11:00:38.830000,11:00:38
Lazze,Andersson,Lazze Andersson,M,SE,Karlslunds IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:11:51.6100000,7892750,2:11:32.7,7892750,2:11:32.7,7892750,2023-01-21T13:11:51.6100000,287,2030300,33:50.3,0,42,1498900,24:58.9,0,271,2030300,33:50.3,0,2023-01-21T11:00:18.860000,11:00:18
Erik,Haglund,Erik Haglund,M,SE,Wickström Coaching IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:12.2800000,7903400,2:11:43.4,7903400,2:11:43.4,7903400,2023-01-21T13:12:12.2800000,288,2041000,34:01.0,0,62,1737100,28:57.1,0,272,2041000,34:01.0,0,2023-01-21T11:00:28.880000,11:00:28
Andreas,Mårtensson,Andreas Mårtensson,M,SE,Gävle,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:12:40.5700000,7918730,2:11:58.7,7918730,2:11:58.7,7918730,2023-01-21T13:12:40.5700000,289,2056300,34:16.3,0,157,2056300,34:16.3,0,273,2056300,34:16.3,0,2023-01-21T11:00:41.840000,11:00:41
Per,Pettersson,Per Pettersson,M,SE,Hägersta GF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:14:09.3700000,7919000,2:11:59.0,7919000,2:11:59.0,7919000,2023-01-21T13:14:09.3700000,290,2056600,34:16.6,0,63,1752700,29:12.7,0,274,2056600,34:16.6,0,2023-01-21T11:02:10.370000,11:02:10
Samuel,Rydberg,Samuel Rydberg,M,SE,Norbergs OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:14:19.3400000,7927750,2:12:07.7,7927750,2:12:07.7,7927750,2023-01-21T13:14:19.3400000,291,2065300,34:25.3,0,158,2065300,34:25.3,0,275,2065300,34:25.3,0,2023-01-21T11:02:11.590000,11:02:11
Eric,Lithner,Eric Lithner,M,SE,Gillberga SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:39.5100000,7928140,2:12:08.1,7928140,2:12:08.1,7928140,2023-01-21T13:12:39.5100000,292,2065700,34:25.7,0,159,2065700,34:25.7,0,276,2065700,34:25.7,0,2023-01-21T11:00:31.370000,11:00:31
Ulf,Edsfors Nilsson,Ulf Edsfors Nilsson,M,SE,Ifk Mora sk,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:37.7900000,7935420,2:12:15.4,7935420,2:12:15.4,7935420,2023-01-21T13:12:37.7900000,293,2073000,34:33.0,0,43,1541600,25:41.6,0,277,2073000,34:33.0,0,2023-01-21T11:00:22.370000,11:00:22
Anders,Stöt,Anders Stöt,M,SE,IFK Mora SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:14:31.2500000,7935780,2:12:15.7,7935780,2:12:15.7,7935780,2023-01-21T13:14:31.2500000,294,2073300,34:33.3,0,44,1541900,25:41.9,0,278,2073300,34:33.3,0,2023-01-21T11:02:15.470000,11:02:15
Magnus,Haglund,Magnus Haglund,M,SE,Snö & Tö Skidklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:12:37.7600000,7936270,2:12:16.2,7936270,2:12:16.2,7936270,2023-01-21T13:12:37.7600000,295,2073800,34:33.8,0,45,1542400,25:42.4,0,279,2073800,34:33.8,0,2023-01-21T11:00:21.490000,11:00:21
Robin,Erneby,Robin Erneby,M,SE,Västerås Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:14:32.3000000,7941410,2:12:21.4,7941410,2:12:21.4,7941410,2023-01-21T13:14:32.3000000,296,2079000,34:39.0,0,160,2079000,34:39.0,0,280,2079000,34:39.0,0,2023-01-21T11:02:10.890000,11:02:10
Mattias,Björklund,Mattias Björklund,M,SE,Gävle SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:14:48.8400000,7950820,2:12:30.8,7950820,2:12:30.8,7950820,2023-01-21T13:14:48.8400000,297,2088400,34:48.4,0,64,1784500,29:44.5,0,281,2088400,34:48.4,0,2023-01-21T11:02:18.020000,11:02:18
