Firstname,Surname,Name,Gender,Nation,Team,EventName,ClassName,GroupdName,RaceName,PassingTime,AccumulatedTime,TimeFormatted,NetTime,Time,TimeSmoothed,TimeSmoothedFormatted,Place (total),DiffTimeTotal,DiffTimeTotalFormatted,DiffRoundsTotal,Place (class),DiffTimeClass,DiffTimeClassFormatted,DiffRoundsClass,Place (gender),DiffTimeGender,DiffTimeGenderFormatted,DiffRoundsGender,Starttime,StarttimeFormatted
Emil,Johansson,Emil Johansson,M,SE,Axa SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:33:43.4300000,9086200,2:31:26.2,9086200,2:31:26.2,9086200,2023-01-21T13:33:43.4300000,471,3223800,53:43.8,0,223,3223800,53:43.8,0,439,3223800,53:43.8,0,2023-01-21T11:02:17.230000,11:02:17
Joel,Larsson,Joel Larsson,M,SE,Västra Ämterviks IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:34:12.2000000,9109350,2:31:49.3,9109350,2:31:49.3,9109350,2023-01-21T13:34:12.2000000,472,3246900,54:06.9,0,224,3246900,54:06.9,0,440,3246900,54:06.9,0,2023-01-21T11:02:22.850000,11:02:22
Per,Törnevik,Per Törnevik,M,SE,SK Bore,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:32:26.2100000,9110950,2:31:50.9,9110950,2:31:50.9,9110950,2023-01-21T13:32:26.2100000,473,3248500,54:08.5,0,106,2944600,49:04.6,0,441,3248500,54:08.5,0,2023-01-21T11:00:35.260000,11:00:35
Kenneth,Stark,Kenneth Stark,M,SE,Gävle SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:32:27.6700000,9111990,2:31:51.9,9111990,2:31:51.9,9111990,2023-01-21T13:32:27.6700000,474,3249500,54:09.5,0,83,2718100,45:18.1,0,442,3249500,54:09.5,0,2023-01-21T11:00:35.680000,11:00:35
Alexander,Käll,Alexander Käll,M,SE,Tumba Mälarhöjden OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:34:25.2700000,9117650,2:31:57.6,9117650,2:31:57.6,9117650,2023-01-21T13:34:25.2700000,475,3255200,54:15.2,0,225,3255200,54:15.2,0,443,3255200,54:15.2,0,2023-01-21T11:02:27.620000,11:02:27
Thomas,Berglund,Thomas Berglund,M,SE,Bondsjöhöjdens IK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:34:37.9300000,9131710,2:32:11.7,9131710,2:32:11.7,9131710,2023-01-21T13:34:37.9300000,476,3269300,54:29.3,0,84,2737900,45:37.9,0,444,3269300,54:29.3,0,2023-01-21T11:02:26.220000,11:02:26
Lars,Wahlberg,Lars Wahlberg,M,SE,Rembo IK,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:34:28.7700000,9136460,2:32:16.4,9136460,2:32:16.4,9136460,2023-01-21T13:34:28.7700000,477,3274000,54:34.0,0,29,2228500,37:08.5,0,445,3274000,54:34.0,0,2023-01-21T11:02:12.310000,11:02:12
Åsa,Lindahl,Åsa Lindahl,F,SE,Umara Sports Club,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:07.7400000,9145870,2:32:25.8,9145870,2:32:25.8,9145870,2023-01-21T13:35:07.7400000,478,3283400,54:43.4,0,26,1982400,33:02.4,0,33,2122900,35:22.9,0,2023-01-21T11:02:41.870000,11:02:41
Kim,Lyckholm,Kim Lyckholm,M,SE,Tunafors Skidklubb,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:32:55.0000000,9148140,2:32:28.1,9148140,2:32:28.1,9148140,2023-01-21T13:32:55.0000000,479,3285700,54:45.7,0,226,3285700,54:45.7,0,446,3285700,54:45.7,0,2023-01-21T11:00:26.860000,11:00:26
Espen,Klovning,Espen Klovning,M,NO,Strømmen,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:25.8600000,9160320,2:32:40.3,9160320,2:32:40.3,9160320,2023-01-21T13:35:25.8600000,480,3297900,54:57.9,0,85,2766500,46:06.5,0,447,3297900,54:57.9,0,2023-01-21T11:02:45.540000,11:02:45
David,Thelander,David Thelander,M,SE,Nusnäs IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:24.1300000,9165120,2:32:45.1,9165120,2:32:45.1,9165120,2023-01-21T13:35:24.1300000,481,3302700,55:02.7,0,107,2998800,49:58.8,0,448,3302700,55:02.7,0,2023-01-21T11:02:39.010000,11:02:39
Tilda,Golsäter,Tilda Golsäter,F,SE,Korsnäs IF SK,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:14.8500000,9166660,2:32:46.6,9166660,2:32:46.6,9166660,2023-01-21T13:35:14.8500000,482,3304200,55:04.2,0,27,2003200,33:23.2,0,34,2143700,35:43.7,0,2023-01-21T11:02:28.190000,11:02:28
Peter,Warlich,Peter Warlich,M,SE,Linköpings SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:21.7800000,9167890,2:32:47.8,9167890,2:32:47.8,9167890,2023-01-21T13:35:21.7800000,483,3305400,55:05.4,0,86,2774000,46:14.0,0,449,3305400,55:05.4,0,2023-01-21T11:02:33.890000,11:02:33
Jonas,Palm,Jonas Palm,M,SE,IFK Mora SK,MoraLoppet 2023,Herr Motion,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:35:22.4900000,9171130,2:32:51.1,9171130,2:32:51.1,9171130,2023-01-21T13:35:22.4900000,484,3308700,55:08.7,0,2,1123300,18:43.3,0,450,3308700,55:08.7,0,2023-01-21T11:02:31.360000,11:02:31
Roine,Schölin,Roine Schölin,M,SE,Vindrarps SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:33:28.2500000,9180150,2:33:00.1,9180150,2:33:00.1,9180150,2023-01-21T13:33:28.2500000,485,3317700,55:17.7,0,108,3013800,50:13.8,0,451,3317700,55:17.7,0,2023-01-21T11:00:28.100000,11:00:28
Tobias,Ström,Tobias Ström,M,SE,IFK Mora,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:33:54.6000000,9193720,2:33:13.7,9193720,2:33:13.7,9193720,2023-01-21T13:33:54.6000000,486,3331300,55:31.3,0,227,3331300,55:31.3,0,452,3331300,55:31.3,0,2023-01-21T11:00:40.880000,11:00:40
Anders,Roos,Anders Roos,M,SE,Brudpiga,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:54.7300000,9213420,2:33:33.4,9213420,2:33:33.4,9213420,2023-01-21T13:35:54.7300000,487,3351000,55:51.0,0,228,3351000,55:51.0,0,453,3351000,55:51.0,0,2023-01-21T11:02:21.310000,11:02:21
Jan,Karlsson,Jan Karlsson,M,SE,OK Borgen,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:54.8000000,9215800,2:33:35.8,9215800,2:33:35.8,9215800,2023-01-21T13:35:54.8000000,488,3353400,55:53.4,0,87,2822000,47:02.0,0,454,3353400,55:53.4,0,2023-01-21T11:02:19.000000,11:02:19
Wille,Johansson,Wille Johansson,M,SE,Bjursås IK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:36:30.2300000,9233640,2:33:53.6,9233640,2:33:53.6,9233640,2023-01-21T13:36:30.2300000,489,3371200,56:11.2,0,229,3371200,56:11.2,0,455,3371200,56:11.2,0,2023-01-21T11:02:36.590000,11:02:36
Robert,Sagulin,Robert Sagulin,M,SE,Nacka Värmdö Skidor,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:36:31.8100000,9254180,2:34:14.1,9254180,2:34:14.1,9254180,2023-01-21T13:36:31.8100000,490,3391700,56:31.7,0,30,2346200,39:06.2,0,456,3391700,56:31.7,0,2023-01-21T11:02:17.630000,11:02:17
Erik,Mårtén,Erik Mårtén,M,SE,Västerås Skidklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:35:16.9600000,9269370,2:34:29.3,9269370,2:34:29.3,9269370,2023-01-21T13:35:16.9600000,491,3406900,56:46.9,0,88,2875500,47:55.5,0,457,3406900,56:46.9,0,2023-01-21T11:00:47.590000,11:00:47
Peter,Rosenqvist,Peter Rosenqvist,M,SE,Ccc1000,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:36:54.9900000,9273910,2:34:33.9,9273910,2:34:33.9,9273910,2023-01-21T13:36:54.9900000,492,3411500,56:51.5,0,109,3107600,51:47.6,0,458,3411500,56:51.5,0,2023-01-21T11:02:21.080000,11:02:21
Christian,Strand,Christian Strand,M,SE,Axa sc,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:02.2600000,9284280,2:34:44.2,9284280,2:34:44.2,9284280,2023-01-21T13:37:02.2600000,493,3421800,57:01.8,0,110,3117900,51:57.9,0,459,3421800,57:01.8,0,2023-01-21T11:02:17.980000,11:02:17
Martin,Tiveus,Martin Tiveus,M,SE,Ccc1000,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:10.2100000,9288430,2:34:48.4,9288430,2:34:48.4,9288430,2023-01-21T13:37:10.2100000,494,3426000,57:06.0,0,89,2894600,48:14.6,0,460,3426000,57:06.0,0,2023-01-21T11:02:21.780000,11:02:21
Niklas,Sjöholm,Niklas Sjöholm,M,SE,Eai Enköping,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:10.2500000,9295160,2:34:55.1,9295160,2:34:55.1,9295160,2023-01-21T13:37:10.2500000,495,3432700,57:12.7,0,90,2901300,48:21.3,0,461,3432700,57:12.7,0,2023-01-21T11:02:15.090000,11:02:15
Anders,Kindgren,Anders Kindgren,M,SE,Sya SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:24.8100000,9303350,2:35:03.3,9303350,2:35:03.3,9303350,2023-01-21T13:37:24.8100000,496,3440900,57:20.9,0,91,2909500,48:29.5,0,462,3440900,57:20.9,0,2023-01-21T11:02:21.460000,11:02:21
Kenneth,Wåhlberg,Kenneth Wåhlberg,M,SE,OK Kåre,MoraLoppet 2023,Herr 60-,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:38:13.5100000,9331720,2:35:31.7,9331720,2:35:31.7,9331720,2023-01-21T13:38:13.5100000,497,3469300,57:49.3,0,31,2423800,40:23.8,0,463,3469300,57:49.3,0,2023-01-21T11:02:41.790000,11:02:41
Henrik,Jakobsson,Henrik Jakobsson,M,SE,IFK Mora SK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:57.0100000,9341310,2:35:41.3,9341310,2:35:41.3,9341310,2023-01-21T13:37:57.0100000,498,3478900,57:58.9,0,230,3478900,57:58.9,0,464,3478900,57:58.9,0,2023-01-21T11:02:15.700000,11:02:15
Joakim,Fredriksson,Joakim Fredriksson,M,SE,Sk Granan,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:38:18.0000000,9360270,2:36:00.2,9360270,2:36:00.2,9360270,2023-01-21T13:38:18.0000000,499,3497800,58:17.8,0,231,3497800,58:17.8,0,465,3497800,58:17.8,0,2023-01-21T11:02:17.730000,11:02:17
Max Igor,Kajanus,Max Igor Kajanus,M,SE,Tumba-Mälarhöjden OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:38:29.1200000,9360420,2:36:00.4,9360420,2:36:00.4,9360420,2023-01-21T13:38:29.1200000,500,3498000,58:18.0,0,232,3498000,58:18.0,0,466,3498000,58:18.0,0,2023-01-21T11:02:28.700000,11:02:28
Magnus,Elonen,Magnus Elonen,M,SE,Wickström Coaching IF,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:00.9500000,9372650,2:36:12.6,9372650,2:36:12.6,9372650,2023-01-21T13:37:00.9500000,501,3510200,58:30.2,0,92,2978800,49:38.8,0,467,3510200,58:30.2,0,2023-01-21T11:00:48.300000,11:00:48
Anders,Björkman,Anders Björkman,M,SE,ik Jarl Rättvik,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:38:34.2700000,9381540,2:36:21.5,9381540,2:36:21.5,9381540,2023-01-21T13:38:34.2700000,502,3519100,58:39.1,0,32,2473600,41:13.6,0,468,3519100,58:39.1,0,2023-01-21T11:02:12.730000,11:02:12
Anders,Larsson,Anders Larsson,M,SE,Hovfjället ski o Boardklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:39:01.0600000,9385970,2:36:25.9,9385970,2:36:25.9,9385970,2023-01-21T13:39:01.0600000,503,3523500,58:43.5,0,111,3219600,53:39.6,0,469,3523500,58:43.5,0,2023-01-21T11:02:35.090000,11:02:35
Johan,Frankelius,Johan Frankelius,M,SE,AXA Sports Club,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:38:54.6200000,9389790,2:36:29.7,9389790,2:36:29.7,9389790,2023-01-21T13:38:54.6200000,504,3527300,58:47.3,0,93,2995900,49:55.9,0,470,3527300,58:47.3,0,2023-01-21T11:02:24.830000,11:02:24
Hans,Hugoh,Hans Hugoh,M,SE,Hindås SK,MoraLoppet 2023,Herr 60-,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:38:40.1700000,9389840,2:36:29.8,9389840,2:36:29.8,9389840,2023-01-21T13:38:40.1700000,505,3527400,58:47.4,0,33,2481900,41:21.9,0,471,3527400,58:47.4,0,2023-01-21T11:02:10.330000,11:02:10
Lisa,Heens,Lisa Heens,F,SE,Vansbro AIK Skidklubb,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:37:14.4800000,9399360,2:36:39.3,9399360,2:36:39.3,9399360,2023-01-21T13:37:14.4800000,506,3536900,58:56.9,0,28,2235900,37:15.9,0,35,2376400,39:36.4,0,2023-01-21T11:00:35.120000,11:00:35
Stefan,Strömqvist,Stefan Strömqvist,M,SE,Vassunda IF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:39:57.0300000,9418840,2:36:58.8,9418840,2:36:58.8,9418840,2023-01-21T13:39:57.0300000,507,3556400,59:16.4,0,233,3556400,59:16.4,0,472,3556400,59:16.4,0,2023-01-21T11:02:58.190000,11:02:58
Angelica,Persson,Angelica Persson,F,SE,Terrible Tyesdays Athletic Club,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:38:01.9500000,9436910,2:37:16.9,9436910,2:37:16.9,9436910,2023-01-21T13:38:01.9500000,508,3574500,59:34.5,0,29,2273500,37:53.5,0,36,2414000,40:14.0,0,2023-01-21T11:00:45.040000,11:00:45
Krister,Golsäter,Krister Golsäter,M,SE,Korsnäs IF SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:39:46.5300000,9437130,2:37:17.1,9437130,2:37:17.1,9437130,2023-01-21T13:39:46.5300000,509,3574700,59:34.7,0,94,3043300,50:43.3,0,473,3574700,59:34.7,0,2023-01-21T11:02:29.400000,11:02:29
Andreas,Olsson,Andreas Olsson,M,SE,AXA Sports Club,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:39:37.6600000,9438980,2:37:18.9,9438980,2:37:18.9,9438980,2023-01-21T13:39:37.6600000,510,3576500,59:36.5,0,112,3272600,54:32.6,0,474,3576500,59:36.5,0,2023-01-21T11:02:18.680000,11:02:18
Tomas,Andersson,Tomas Andersson,M,SE,Tunafors sk,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:38:08.7600000,9446730,2:37:26.7,9446730,2:37:26.7,9446730,2023-01-21T13:38:08.7600000,511,3584300,59:44.3,0,34,2538800,42:18.8,0,475,3584300,59:44.3,0,2023-01-21T11:00:42.030000,11:00:42
Fredrik,Olofsson,Fredrik Olofsson,M,SE,Gävle SK,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:38:26.0900000,9463650,2:37:43.6,9463650,2:37:43.6,9463650,2023-01-21T13:38:26.0900000,512,3601200,1:00:01.2,0,113,3297300,54:57.3,0,476,3601200,1:00:01.2,0,2023-01-21T11:00:42.440000,11:00:42
Håkan,Hellström,Håkan Hellström,M,SE,Ok Linné,MoraLoppet 2023,Herr 60-,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:40:19.6900000,9472050,2:37:52.0,9472050,2:37:52.0,9472050,2023-01-21T13:40:19.6900000,513,3609600,1:00:09.6,0,35,2564100,42:44.1,0,477,3609600,1:00:09.6,0,2023-01-21T11:02:27.640000,11:02:27
Peter,Brygt,Peter Brygt,M,SE,Axa Sports Club,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:40:26.8000000,9477110,2:37:57.1,9477110,2:37:57.1,9477110,2023-01-21T13:40:26.8000000,514,3614700,1:00:14.7,0,114,3310800,55:10.8,0,478,3614700,1:00:14.7,0,2023-01-21T11:02:29.690000,11:02:29
Rickard,Jacobsson,Rickard Jacobsson,M,SE,XC Stockholm,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:40:50.9200000,9480960,2:38:00.9,9480960,2:38:00.9,9480960,2023-01-21T13:40:50.9200000,515,3618500,1:00:18.5,0,234,3618500,1:00:18.5,0,479,3618500,1:00:18.5,0,2023-01-21T11:02:49.960000,11:02:49
Kristofer,Persson,Kristofer Persson,M,SE,AXA SC,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:39:08.9000000,9501440,2:38:21.4,9501440,2:38:21.4,9501440,2023-01-21T13:39:08.9000000,516,3639000,1:00:39.0,0,235,3639000,1:00:39.0,0,480,3639000,1:00:39.0,0,2023-01-21T11:00:47.460000,11:00:47
Glenn,Karlsson,Glenn Karlsson,M,SE,Broby GoIF,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:40:52.5400000,9504600,2:38:24.6,9504600,2:38:24.6,9504600,2023-01-21T13:40:52.5400000,517,3642200,1:00:42.2,0,36,2596700,43:16.7,0,481,3642200,1:00:42.2,0,2023-01-21T11:02:27.940000,11:02:27
Bolle,Hellblom,Bolle Hellblom,M,SE,Sundbyberg Skidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:39:12.9100000,9507970,2:38:27.9,9507970,2:38:27.9,9507970,2023-01-21T13:39:12.9100000,518,3645500,1:00:45.5,0,115,3341600,55:41.6,0,482,3645500,1:00:45.5,0,2023-01-21T11:00:44.940000,11:00:44
Fredrik,Zetterlund,Fredrik Zetterlund,M,SE,Nacka Värmdö SK,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:40:46.4500000,9508080,2:38:28.0,9508080,2:38:28.0,9508080,2023-01-21T13:40:46.4500000,519,3645600,1:00:45.6,0,95,3114200,51:54.2,0,483,3645600,1:00:45.6,0,2023-01-21T11:02:18.370000,11:02:18
Andreas,Barje,Andreas Barje,M,SE,JOK,MoraLoppet 2023,Herr 40-49,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:40:51.2100000,9511380,2:38:31.3,9511380,2:38:31.3,9511380,2023-01-21T13:40:51.2100000,520,3648900,1:00:48.9,0,116,3345000,55:45.0,0,484,3648900,1:00:48.9,0,2023-01-21T11:02:19.830000,11:02:19
Pär,Johansson,Pär Johansson,M,SE,Sundborns Goif,MoraLoppet 2023,Herr Motion,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:41:29.0800000,9512370,2:38:32.3,9512370,2:38:32.3,9512370,2023-01-21T13:41:29.0800000,521,3649900,1:00:49.9,0,3,1464500,24:24.5,0,485,3649900,1:00:49.9,0,2023-01-21T11:02:56.710000,11:02:56
Kid,Svensson,Kid Svensson,M,SE,Tunafors sk,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:39:17.3600000,9529380,2:38:49.3,9529380,2:38:49.3,9529380,2023-01-21T13:39:17.3600000,522,3666900,1:01:06.9,0,236,3666900,1:01:06.9,0,486,3666900,1:01:06.9,0,2023-01-21T11:00:27.980000,11:00:27
Johan,Larsson,Johan Larsson,M,SE,Nybro Skidklubb,MoraLoppet 2023,Herr 50-59,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:41:27.1400000,9531180,2:38:51.1,9531180,2:38:51.1,9531180,2023-01-21T13:41:27.1400000,523,3668700,1:01:08.7,0,96,3137300,52:17.3,0,487,3668700,1:01:08.7,0,2023-01-21T11:02:35.960000,11:02:35
Fredrik,Lund,Fredrik Lund,M,SE,Bengtsfors BOIS,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:41:36.1000000,9552720,2:39:12.7,9552720,2:39:12.7,9552720,2023-01-21T13:41:36.1000000,524,3690300,1:01:30.3,0,117,3386400,56:26.4,0,488,3690300,1:01:30.3,0,2023-01-21T11:02:23.380000,11:02:23
Otto,Petersson,Otto Petersson,M,SE,Ronneby OK,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:39:59.5000000,9564060,2:39:24.0,9564060,2:39:24.0,9564060,2023-01-21T13:39:59.5000000,525,3701600,1:01:41.6,0,237,3701600,1:01:41.6,0,489,3701600,1:01:41.6,0,2023-01-21T11:00:35.440000,11:00:35
Daniel,Svensson,Daniel Svensson,M,SE,Borgstena IF,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:40:08.0600000,9571860,2:39:31.8,9571860,2:39:31.8,9571860,2023-01-21T13:40:08.0600000,526,3709400,1:01:49.4,0,118,3405500,56:45.5,0,490,3709400,1:01:49.4,0,2023-01-21T11:00:36.200000,11:00:36
Per,Norin,Per Norin,M,SE,Ekerö,MoraLoppet 2023,Herr Motion,Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:42:21.2800000,9584570,2:39:44.5,9584570,2:39:44.5,9584570,2023-01-21T13:42:21.2800000,527,3722100,1:02:02.1,0,4,1536700,25:36.7,0,491,3722100,1:02:02.1,0,2023-01-21T11:02:36.710000,11:02:36
Jesper,Lindfors,Jesper Lindfors,M,SE,Team Stordunk,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:42:13.0400000,9586690,2:39:46.6,9586690,2:39:46.6,9586690,2023-01-21T13:42:13.0400000,528,3724200,1:02:04.2,0,238,3724200,1:02:04.2,0,492,3724200,1:02:04.2,0,2023-01-21T11:02:26.350000,11:02:26
Bo,Olsson,Bo Olsson,M,SE,Grycksbo IF,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:40:23.1500000,9588530,2:39:48.5,9588530,2:39:48.5,9588530,2023-01-21T13:40:23.1500000,529,3726100,1:02:06.1,0,37,2680600,44:40.6,0,493,3726100,1:02:06.1,0,2023-01-21T11:00:34.620000,11:00:34
Linn,LARSSON,Linn LARSSON,F,SE,Hede SK,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:40:41.3200000,9599840,2:39:59.8,9599840,2:39:59.8,9599840,2023-01-21T13:40:41.3200000,530,3737400,1:02:17.4,0,30,2436400,40:36.4,0,37,2576900,42:56.9,0,2023-01-21T11:00:41.480000,11:00:41
Peter,Magnusson,Peter Magnusson,M,SE,IFK Mora,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:42:32.4100000,9609430,2:40:09.4,9609430,2:40:09.4,9609430,2023-01-21T13:42:32.4100000,531,3747000,1:02:27.0,0,38,2701500,45:01.5,0,494,3747000,1:02:27.0,0,2023-01-21T11:02:22.980000,11:02:22
Staffan,Sjöström,Staffan Sjöström,M,SE,Vreta Somk,MoraLoppet 2023,Herr 60-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:42:32.0700000,9619670,2:40:19.6,9619670,2:40:19.6,9619670,2023-01-21T13:42:32.0700000,532,3757200,1:02:37.2,0,39,2711700,45:11.7,0,495,3757200,1:02:37.2,0,2023-01-21T11:02:12.400000,11:02:12
Johanna,Tuuf,Johanna Tuuf,F,SE,Stockholms Rullskidklubb,MoraLoppet 2023,Dam 40-,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:40:54.6100000,9627360,2:40:27.3,9627360,2:40:27.3,9627360,2023-01-21T13:40:54.6100000,533,3764900,1:02:44.9,0,8,2604400,43:24.4,0,38,2604400,43:24.4,0,2023-01-21T11:00:27.250000,11:00:27
Philip,Hellqvist,Philip Hellqvist,M,SE,Stockholm Rullskidklubb,MoraLoppet 2023,Herr 40-49,Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:45:37.6200000,9636330,2:40:36.3,9636330,2:40:36.3,9636330,2023-01-21T13:45:37.6200000,534,3773900,1:02:53.9,0,119,3470000,57:50.0,0,496,3773900,1:02:53.9,0,2023-01-21T11:05:01.290000,11:05:01
Rasmus,Bergman Wallin,Rasmus Bergman Wallin,M,SE,Hagfors SF,MoraLoppet 2023,Herr 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:43:08.9700000,9638580,2:40:38.5,9638580,2:40:38.5,9638580,2023-01-21T13:43:08.9700000,535,3776100,1:02:56.1,0,239,3776100,1:02:56.1,0,497,3776100,1:02:56.1,0,2023-01-21T11:02:30.390000,11:02:30
Linnéa,Jonsson,Linnéa Jonsson,F,SE,Biathlon Östersund,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Tävling,Moraloppet Tävling,2023-01-21T13:41:25.4600000,9648280,2:40:48.2,9648280,2:40:48.2,9648280,2023-01-21T13:41:25.4600000,536,3785800,1:03:05.8,0,31,2484800,41:24.8,0,39,2625300,43:45.3,0,2023-01-21T11:00:37.180000,11:00:37
Catharina,Broman,Catharina Broman,F,SE,Sundbybergs SK,MoraLoppet 2023,Dam 19-39 (Elit),Moraloppet Motion,Moraloppet Tävling,2023-01-21T13:43:18.1000000,9655700,2:40:55.7,9655700,2:40:55.7,9655700,2023-01-21T13:43:18.1000000,537,3793300,1:03:13.3,0,32,2492300,41:32.3,0,40,2632800,43:52.8,0,2023-01-21T11:02:22.400000,11:02:22
